"PathwayID","PathwayName","Class_L2","Class_L1"
"PWY-8181","2-methyl-branched fatty acid &beta;-oxidation","Lipid metabolism","Biosynthesis / cellular components"
"PWY-8182","valproate &beta;-oxidation","Other","Other"
"PWY-8183","L-valine degradation III (oxidative Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8184","L-isoleucine degradation III (oxidative Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8185","L-leucine degradation V (oxidative Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8186","L-proline degradation II (reductive Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8187","L-arginine degradation XIII (reductive Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8188","L-alanine degradation VI (reductive Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8189","L-alanine degradation V (oxidative Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-8190","L-glutamate degradation XI (reductive Stickland reaction)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-821","superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY-822","fructan biosynthesis","Other","Other"
"PWY-83","monolignol glucosides biosynthesis","Other","Other"
"PWY-84","resveratrol biosynthesis","Other","Other"
"PWY-841","superpathway of purine nucleotides de novo biosynthesis I","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY-842","starch degradation I","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-861","dhurrin biosynthesis","Other","Other"
"PWY-862","fructan degradation","Other","Other"
"PWY-881","trehalose biosynthesis II","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-882","L-ascorbate biosynthesis I (plants, L-galactose pathway)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY-922","mevalonate pathway I (eukaryotes and bacteria)","Other","Other"
"PWY-981","salicylate biosynthesis II","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY-I9","L-cysteine biosynthesis VI (from L-methionine)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1021","L-alanine biosynthesis III","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1061","superpathway of L-alanine biosynthesis","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1182","trehalose degradation II (cytosolic)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY0-1221","putrescine degradation II","Other","Other"
"PWY0-1241","ADP-L-glycero-&beta;-D-manno-heptose biosynthesis","Cell envelope / glycan metabolism","Biosynthesis / cellular components"
"PWY0-1261","anhydromuropeptides recycling I","Polymer degradation","Substrate utilization / nutrient cycling"
"PWY0-1264","biotin-carboxyl carrier protein assembly","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1275","lipoate biosynthesis and incorporation II","Other","Other"
"PWY0-1277","3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY0-1280","ethylene glycol degradation","Other","Other"
"PWY0-1295","pyrimidine ribonucleosides degradation","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1296","purine ribonucleosides degradation","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1297","superpathway of purine deoxyribonucleosides degradation","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1298","superpathway of pyrimidine deoxyribonucleosides degradation","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1299","arginine dependent acid resistance","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1300","2-O-&alpha;-mannosyl-D-glycerate degradation","Other","Other"
"PWY0-1301","melibiose degradation","Other","Other"
"PWY0-1303","aminopropylcadaverine biosynthesis","Other","Other"
"PWY0-1305","L-glutamate degradation IX (via 4-aminobutanoate)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1306","L-galactonate degradation","Other","Other"
"PWY0-1309","chitobiose degradation","Other","Other"
"PWY0-1312","acetate and ATP formation from acetyl-CoA I","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1313","acetate conversion to acetyl-CoA","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1314","fructose degradation","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY0-1315","L-lactaldehyde degradation (anaerobic)","Other","Other"
"PWY0-1317","L-lactaldehyde degradation (aerobic)","Other","Other"
"PWY0-1319","CDP-diacylglycerol biosynthesis II","Lipid metabolism","Biosynthesis / cellular components"
"PWY0-1321","nitrate reduction III (dissimilatory)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1324","N-acetylneuraminate and N-acetylmannosamine degradation I","Other","Other"
"PWY0-1325","superpathway of L-asparagine biosynthesis","Other","Other"
"PWY0-1329","succinate to cytochrome bo oxidase electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1334","NADH to cytochrome bd oxidase electron transfer I","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1335","NADH to cytochrome bo oxidase electron transfer I","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1336","NADH to fumarate electron transfer","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1337","oleate &beta;-oxidation","Lipid metabolism","Biosynthesis / cellular components"
"PWY0-1338","polymyxin resistance","Other","Other"
"PWY0-1347","NADH to trimethylamine N-oxide electron transfer","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1348","NADH to dimethyl sulfoxide electron transfer","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1352","nitrate reduction VIII (dissimilatory)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1353","succinate to cytochrome bd oxidase electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1355","formate to trimethylamine N-oxide electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1356","formate to dimethyl sulfoxide electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1391","S-methyl-5'-thioadenosine degradation IV","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1415","superpathway of heme b biosynthesis from uroporphyrinogen-III","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1433","tetrahydromonapterin biosynthesis","Other","Other"
"PWY0-1465","D-malate degradation","Other","Other"
"PWY0-1466","trehalose degradation VI (periplasmic)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY0-1471","uracil degradation III","Other","Other"
"PWY0-1477","ethanolamine utilization","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1479","tRNA processing","Cellular processes","Cellular processes"
"PWY0-1507","biotin biosynthesis from 8-amino-7-oxononanoate I","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1517","sedoheptulose bisphosphate bypass","Phosphorus metabolism","Substrate utilization / nutrient cycling"
"PWY0-1527","curcumin degradation","Other","Other"
"PWY0-1533","methylphosphonate degradation I","Phosphorus metabolism","Substrate utilization / nutrient cycling"
"PWY0-1535","D-serine degradation","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1544","proline to cytochrome bo oxidase electron transfer","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-1545","cardiolipin biosynthesis III","Organic acid / small-molecule metabolism","Substrate utilization / nutrient cycling"
"PWY0-1546","muropeptide degradation","Other","Other"
"PWY0-1554","5-(methoxycarbonylmethoxy)uridine biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1561","glycerol-3-phosphate to cytochrome bo oxidase electron transfer","Phosphorus metabolism","Substrate utilization / nutrient cycling"
"PWY0-1565","D-lactate to cytochrome bo oxidase electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1567","NADH to cytochrome bo oxidase electron transfer II","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1568","NADH to cytochrome bd oxidase electron transfer II","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1569","autoinducer AI-2 degradation","Other","Other"
"PWY0-1573","nitrate reduction VIIIb (dissimilatory)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1576","hydrogen to fumarate electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1577","hydrogen to dimethyl sulfoxide electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1578","hydrogen to trimethylamine N-oxide electron transfer","Energy / central carbon metabolism","Energy metabolism"
"PWY0-1581","nitrate reduction IX (dissimilatory)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1582","glycerol-3-phosphate to fumarate electron transfer","Phosphorus metabolism","Substrate utilization / nutrient cycling"
"PWY0-1584","nitrate reduction X (dissimilatory, periplasmic)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1585","formate to nitrite electron transfer","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-1586","peptidoglycan maturation (meso-diaminopimelate containing)","Cell envelope / glycan metabolism","Biosynthesis / cellular components"
"PWY0-1587","N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-1590","NADH to hydrogen peroxide electron transfer","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-1591","glycerol-3-phosphate to hydrogen peroxide electron transport","Phosphorus metabolism","Substrate utilization / nutrient cycling"
"PWY0-1597","prenylated FMNH2 biosynthesis","Other","Other"
"PWY0-1599","periplasmic disulfide bond formation","Sulfur metabolism","Substrate utilization / nutrient cycling"
"PWY0-1600","periplasmic disulfide bond reduction","Sulfur metabolism","Substrate utilization / nutrient cycling"
"PWY0-1601","cadaverine biosynthesis","Other","Other"
"PWY0-1602","D-gulosides conversion to D-glucosides","Other","Other"
"PWY0-162","superpathway of pyrimidine ribonucleotides de novo biosynthesis","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","Nucleotide metabolism","Biosynthesis / cellular components"
"PWY0-301","L-ascorbate degradation I (bacterial, anaerobic)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY0-321","phenylacetate degradation I (aerobic)","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY0-381","glycerol and glycerophosphodiester degradation","Other","Other"
"PWY0-41","allantoin degradation IV (anaerobic)","Nitrogen metabolism","Substrate utilization / nutrient cycling"
"PWY0-42","2-methylcitrate cycle I","Energy / central carbon metabolism","Energy metabolism"
"PWY0-43","conversion of succinate to propanoate","Other","Other"
"PWY0-44","D-allose degradation","Other","Other"
"PWY0-461","L-lysine degradation I","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-501","lipoate biosynthesis and incorporation I","Other","Other"
"PWY0-521","fructoselysine and psicoselysine degradation","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-522","lipoate salvage I","Other","Other"
"PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","Lipid metabolism","Biosynthesis / cellular components"
"PWY0-662","PRPP biosynthesis","Other","Other"
"PWY0-781","aspartate superpathway","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-823","L-arginine degradation III (arginine decarboxylase/agmatinase pathway)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-845","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","Cofactor / vitamin metabolism","Biosynthesis / cellular components"
"PWY0-862","(5Z)-dodecenoate biosynthesis I","Lipid metabolism","Biosynthesis / cellular components"
"PWY0-881","superpathway of fatty acid biosynthesis I (E. coli)","Lipid metabolism","Biosynthesis / cellular components"
"PWY0-901","L-selenocysteine biosynthesis I (bacteria)","Amino acid metabolism","Biosynthesis / cellular components"
"PWY0-981","taurine degradation IV","Other","Other"
"PWY1-2","L-alanine degradation IV","Amino acid metabolism","Biosynthesis / cellular components"
"PWY1-3","polyhydroxybutanoate biosynthesis","Other","Other"
"PWY18C3-1","cholesterol biosynthesis (plants)","Lipid metabolism","Biosynthesis / cellular components"
"PWY18C3-10","triacylsucrose biosynthesis (Solanum)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-11","tetraacylsucrose biosynthesis (Solanum)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-12","superpathway of acylsucrose biosynthesis (cultivated tomato)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-13","cis-abienol biosynthesis","Other","Other"
"PWY18C3-14","superpathway of glandular trichomes produced diterpenoids (tobacco)","Secondary metabolite / isoprenoid metabolism","Biosynthesis / cellular components"
"PWY18C3-15","acylsucrose biosynthesis (Solanum pennellii)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-16","acylsucrose biosynthesis (Solanum habrochaites)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-17","superpathway of acylsucrose biosynthesis (wild tomato)","Carbohydrate metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-18","labdenediol and sclareol biosynthesis","Organic acid / small-molecule metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-2","solasodine and soladulcidine biosynthesis","Other","Other"
"PWY18C3-20","gentisate 5-O-&beta;-D-xylopyranoside biosynthesis","Other","Other"
"PWY18C3-21","phenylpropanoid volatiles glycoconjugation (tomato)","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-22","methylsalicylate biosynthesis","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-23","guaiacol biosynthesis","Other","Other"
"PWY18C3-24","methylsalicylate degradation","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-25","superpathway of methylsalicylate metabolism","Aromatic compound metabolism","Substrate utilization / nutrient cycling"
"PWY18C3-3","&alpha;-tomatine biosynthesis","Other","Other"
"PWY18C3-4","solasodine glycosylation","Other","Other"
"PWY18C3-5","&alpha;-tomatine degradation","Other","Other"
"PWY18C3-6","superpathway of glycoalkaloid metabolism (Solanaceae)","Other","Other"
"PWY18C3-7","cembratrienediol biosynthesis","Organic acid / small-molecule metabolism","Substrate utilization / nutrient cycling"
